,,Posición,Tipo de salida,Marca temporal,Team,Fecha,Comentarios generales,Horario de intervención,M101 - SN del módulo,M101 - Ángulo (RA),M102 - SN del módulo,M102 - Ángulo (RA),M103 - SN del módulo,M103 - Ángulo (RA),SN Panel Solar,SN Regulador,SN Batería 1,SN Batería 2,Comentarios (Deployment Cañerias),SN Battery Box,Instalación de térmica,M101 - SN del ekit,M102 - SN del ekit,M103 - SN del ekit,SN Distribuidora,Cableado de Superficie,Descripción de la tarea,M101 - Ekit viejo,M101 - Ekit nuevo,M102 - Ekit viejo,M103 - Ekit viejo,M102 - Ekit nuevo,M103 - Ekit nuevo,Distribuidora vieja,Distribuidora nueva,Regulador viejo,Regulador nuevo,Panel Solar viejo,Panel Solar nuevo,Se apagó UUB? ,Otros comentarios,Mikrotik vieja,Mikrotik nueva,,M101 instalado por:,M102 instalado por:,M103 instalado por:,Cableado Subterraneo,Maleza,Erosión,Acceso,Reporta,Se colocó cable de tierra entre BBox de AMIGA y SD?,Fotos (Opcional),Comentarios (Deployment Módulos),Comentarios (Deployment Potencia),Comentarios (Deployment Ekits),Comentarios (Cableado Superficie),Comentarios (Cableado Subterraneo),Fotos (Opcional),Fotos (Opcional),Añadir fotos:
Salida a Campo AMIGA - 06-09-2023,"# F. CONTRER (id=1775) - mié 06/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Luciana Torres
### Reporta: Luciana Torres
### Hora: 10:30
### Comentarios generales: Clima: nublado.  Camioneta Beige: Excelente
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Se realizó chequeo de M-101y M-103.
Retiramos ekits, limpiamos, observamos que estuviera bien acoplado, ingresamos camara, lo cual se veía todo en perfectas condiciones. Luego, añadimos más peso a los ekits, colocamos grasa y los volvimos a colocar. 
Esperamos el Ok de Nico. 
Además, buscamos las cámaras en Katy.T y las dejamos colocadas. 
Chequeamos cableado y crimpeado de M-102. Se veía todo perfecto. 
Distribuidora: Ok.
Regulador: Ok.
Baterías: Ok 
",F. CONTRER (id=1775),Mantenimiento general,6/09/2023 15:05:04,"Gustavo Rios, Gabriel Morales, Luciana Torres",6/09/2023,Clima: nublado.  Camioneta Beige: Excelente,10:30:00,,,,,,,,,,,,,,,,,,,"Se realizó chequeo de M-101y M-103.
Retiramos ekits, limpiamos, observamos que estuviera bien acoplado, ingresamos camara, lo cual se veía todo en perfectas condiciones. Luego, añadimos más peso a los ekits, colocamos grasa y los volvimos a colocar. 
Esperamos el Ok de Nico. 
Además, buscamos las cámaras en Katy.T y las dejamos colocadas. 
Chequeamos cableado y crimpeado de M-102. Se veía todo perfecto. 
Distribuidora: Ok.
Regulador: Ok.
Baterías: Ok ",,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,,,,,,
Salida a Campo AMIGA - 08-09-2023,"# F. CONTRER (id=1775) - vie 08/09/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Maximiliano Maciel, Nicolas Sepúlveda
### Reporta: Nicolas Sepúlveda
### Hora: 10:45
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Ekit 101 viejo: EKIT-SN139  --> Nuevo: EKIT-SN166
   - Ekit 103 viejo: EKIT-SN0128 --> Nuevo: EKIT-SN167
   - Descripción de la tarea: Se realizó levantamiento,chequeo y remplazo de ekits 101 y 103. El 101 no tenía grasa óptica. También reviso cableado desde módulo a BB. BB se testeo a Domo y ETH3 estaba mal conectado 
",F. CONTRER (id=1775),Mantenimiento general,8/09/2023 15:47:08,"Agustin Morales, Maximiliano Maciel, Nicolas Sepúlveda",8/09/2023,,10:45:00,,,,,,,,,,,,,,,,,,,"Se realizó levantamiento,chequeo y remplazo de ekits 101 y 103. El 101 no tenía grasa óptica. También reviso cableado desde módulo a BB. BB se testeo a Domo y ETH3 estaba mal conectado ",EKIT-SN139 ,EKIT-SN166,,EKIT-SN0128,,EKIT-SN167,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Nicolas Sepúlveda,,,,,,,,,,
Salida a Campo AMIGA - 08-09-2023,"# PAUL SOMMERS (id=1763) - vie 08/09/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Maximiliano Maciel, Nicolas Sepúlveda
### Reporta: Nicolas Sepúlveda
### Hora: 11:55
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Se realizó levantamiento y chequeo de EKIT. Se logra ver cómo Cookie del 101 no se ha acoplado bien. También se realizó chequeo de cableado desde módulo a BB y se realizó colocación de cámara de hormigón a tubos.
",PAUL SOMMERS (id=1763),Mantenimiento general,8/09/2023 15:50:48,"Agustin Morales, Maximiliano Maciel, Nicolas Sepúlveda",8/09/2023,,11:55:00,,,,,,,,,,,,,,,,,,,Se realizó levantamiento y chequeo de EKIT. Se logra ver cómo Cookie del 101 no se ha acoplado bien. También se realizó chequeo de cableado desde módulo a BB y se realizó colocación de cámara de hormigón a tubos.,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Nicolas Sepúlveda,,,,,,,,,,
Salida a Campo AMIGA - 12-09-2023,"# TOUNE (id=688) - mar 12/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda
### Reporta: Nicolas Sepúlveda
### Hora: 10:25
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Ekit 103 viejo: EKIT-SN0088 --> Nuevo: EKIT-SN162
   - Descripción de la tarea: Se hizo levantamiento y chequeo de EKIT de módulo 103 ya que no acoplaba de manera correcta y se tuvo que realizar cambio del mismo. También se hizo tarea de chequeo y testeo de cable de M-103 a BB dónde se vio todo correcto.
",TOUNE (id=688),Mantenimiento general,12/09/2023 15:35:50,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda",12/09/2023,,10:25:00,,,,,,,,,,,,,,,,,,,Se hizo levantamiento y chequeo de EKIT de módulo 103 ya que no acoplaba de manera correcta y se tuvo que realizar cambio del mismo. También se hizo tarea de chequeo y testeo de cable de M-103 a BB dónde se vio todo correcto.,,,,EKIT-SN0088,,EKIT-SN162,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Nicolas Sepúlveda,,,,,,,,,,
Salida a Campo AMIGA - 12-09-2023,"# GIORGIO MA (id=1766) - mar 12/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda
### Reporta: Nicolas Sepúlveda
### Hora: 11:30
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Se hizo levantamiento y chequeo de EKIT de M-103 ya que el mismo no había acoplado de formar correcta, al mismo se le hizo colocación nuevamente de grasa y se bajó, dónde pareció tener un acople correcto.
También se realizó testeo de cable de m-103 a BB dónde se vio todo correcto 
",GIORGIO MA (id=1766),Mantenimiento general,12/09/2023 15:43:42,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda",12/09/2023,,11:30:00,,,,,,,,,,,,,,,,,,,"Se hizo levantamiento y chequeo de EKIT de M-103 ya que el mismo no había acoplado de formar correcta, al mismo se le hizo colocación nuevamente de grasa y se bajó, dónde pareció tener un acople correcto.
También se realizó testeo de cable de m-103 a BB dónde se vio todo correcto ",,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Nicolas Sepúlveda,,,,,,,,,,
Salida a Campo AMIGA - 12-09-2023,"# F. CONTRER (id=1775) - mar 12/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda
### Reporta: Nicolas Sepúlveda
### Hora: 14:00
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Se abrió y se hizo revisión de cables de BB, dónde se logró ver qué el cable  Poe del módulo 102 que se encontraba conectado a la distribuidora, estaba cortado por dentro debido al crimpeado, se hizo corte y nuevo crimpeado del mismo y se dejó conectado 
",F. CONTRER (id=1775),Mantenimiento general,12/09/2023 15:53:00,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda",12/09/2023,,14:00:00,,,,,,,,,,,,,,,,,,,"Se abrió y se hizo revisión de cables de BB, dónde se logró ver qué el cable  Poe del módulo 102 que se encontraba conectado a la distribuidora, estaba cortado por dentro debido al crimpeado, se hizo corte y nuevo crimpeado del mismo y se dejó conectado ",,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Nicolas Sepúlveda,,,,,,,,,,
Salida a Campo AMIGA - 14-09-2023,"# ABELARDO (id=707) - jue 14/09/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Luciana Torres, Maximiliano Maciel
### Reporta: Luciana Torres
### Hora: 09:35
### Comentarios generales: Clima: Viento fuerte        Camioneta: Ok 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment E-Kits
   - M101 - SN del ekit: 158
   - M101 instalado por: Agustin Morales
   - M102 - SN del ekit: 0173
   - M102 instalado por: Luciana Torres
   - M103 - SN del ekit: 0170
   - M103 instalado por: Maximiliano Maciel
   - Comentarios: No se pudo realizar chequeo del acople de los ekits, ya que todavía no se realiza superficie de cableado mallado. Se crimpearon y etiquetaron cables en el BB. Además, dejamos colocadas las cámaras de hormigón y el mallado para roedores.
",ABELARDO (id=707),Deployment E-Kits,14/09/2023 14:57:44,"Agustin Morales, Luciana Torres, Maximiliano Maciel",14/09/2023,Clima: Viento fuerte        Camioneta: Ok ,9:35:00,,,,,,,,,,,,,,158,0173,0170,,,,,,,,,,,,,,,,No,,,,,Agustin Morales,Luciana Torres,Maximiliano Maciel,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,"No se pudo realizar chequeo del acople de los ekits, ya que todavía no se realiza superficie de cableado mallado. Se crimpearon y etiquetaron cables en el BB. Además, dejamos colocadas las cámaras de hormigón y el mallado para roedores.",,,,,
Salida a Campo AMIGA - 19-09-2023,"# ABELARDO (id=707) - mar 19/09/2023
## Salida a Campo - Team AMIGA
### Team: Gabriel Morales, Luciana Torres, Maximiliano Maciel
### Reporta: Luciana Torres
### Hora: 09:44
### Comentarios generales: Clima: Viento.        Camioneta: Ok  
### Se apagó UUB?: Si 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Cableado de Superficie
   - Cableado: T1, Serie, Power, Eth (x4)
   - Se colocó cable de tierra entre BBox de AMIGA y SD?: Si
   - Comentarios: Todo perfecto. 
",ABELARDO (id=707),Cableado de Superficie,19/09/2023 15:09:12,"Gabriel Morales, Luciana Torres, Maximiliano Maciel",19/09/2023,Clima: Viento.        Camioneta: Ok  ,9:44:00,,,,,,,,,,,,,,,,,,"T1, Serie, Power, Eth (x4)",,,,,,,,,,,,,,Si,,,,,,,,,Leve,Sin erosión,Fácil,Luciana Torres,Si,,,,,Todo perfecto. ,,,,
Salida a Campo AMIGA - 19-09-2023,"# HEISEMBERG (id=1773) - mar 19/09/2023
## Salida a Campo - Team AMIGA
### Team: Gabriel Morales, Luciana Torres, Maximiliano Maciel
### Reporta: Luciana Torres
### Hora: 13:15
### Comentarios generales: Clima: viento.       camioneta: Ok 
### Se apagó UUB?: No 
- Maleza: Intermedio
- Erosión: Leve
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Bajamos térmica porque estaba caída la posición. El regulador funciona en perfectas condiciones al igual que la distribuidora.
Desconectamos todo las fichas, soplamos, limpiamos y volvimos a conectar. 
Prendió la radio perfecto. 
Tener en cuenta que el bbox tenía muchísima tierra, y corría mucho viento. 
",HEISEMBERG (id=1773),Mantenimiento general,19/09/2023 15:15:03,"Gabriel Morales, Luciana Torres, Maximiliano Maciel",19/09/2023,Clima: viento.       camioneta: Ok ,13:15:00,,,,,,,,,,,,,,,,,,,"Bajamos térmica porque estaba caída la posición. El regulador funciona en perfectas condiciones al igual que la distribuidora.
Desconectamos todo las fichas, soplamos, limpiamos y volvimos a conectar. 
Prendió la radio perfecto. 
Tener en cuenta que el bbox tenía muchísima tierra, y corría mucho viento. ",,,,,,,,,,,,,No,,,,,,,,,Intermedio,Leve,Fácil,Luciana Torres,,,,,,,,,,
Salida a Campo AMIGA - 21-09-2023,"# GUILI JR (id=47) - jue 21/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Agustin Morales, Nicolas Sepúlveda
### Reporta: Agustin Morales
### Hora: 10:40
### Comentarios generales: Viento fuerte
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment Módulos
   - M101 - SN: 141 / Ángulo (RA): 1°N
   - M102 - SN: 143 / Ángulo (RA): 91°E
   - M103 - SN: 142 / Ángulo (RA): 91°E
   - Comentarios: Se alcanzaron a bajar los modulos sin problema, hasta que llego el viento fuerte, se colocaron los tubos de acceso y se ayudo a desparramar la arena sobre los módulos. Se pego la vuelta a las 13 hs por el viento fuerte 
",GUILI JR (id=47),Deployment Módulos,21/09/2023 15:14:15,"Gustavo Rios, Gabriel Morales, Agustin Morales, Nicolas Sepúlveda",21/09/2023,Viento fuerte,10:40:00,141,1°N,143,91°E,142,91°E,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Agustin Morales,,,"Se alcanzaron a bajar los modulos sin problema, hasta que llego el viento fuerte, se colocaron los tubos de acceso y se ayudo a desparramar la arena sobre los módulos. Se pego la vuelta a las 13 hs por el viento fuerte ",,,,,,,
Salida a Campo AMIGA - 22-09-2023,"# PIPI JR (id=99) - vie 22/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Agustin Morales, Maximiliano Maciel
### Reporta: Maximiliano Maciel
### Hora: 10:15
### Comentarios generales: Ráfagas de viento en aumento 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment Módulos
   - M101 - SN: M-138 / Ángulo (RA): 1° N 
   - M102 - SN: M-140 / Ángulo (RA): 91° E
   - M103 - SN: M-139 / Ángulo (RA): 91° E
   - Comentarios: Fuertes rafas de viento 
",PIPI JR (id=99),Deployment Módulos,22/09/2023 14:29:58,"Gustavo Rios, Gabriel Morales, Agustin Morales, Maximiliano Maciel",22/09/2023,Ráfagas de viento en aumento ,10:15:00,M-138,1° N ,M-140,91° E,M-139,91° E,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Maximiliano Maciel,,,Fuertes rafas de viento ,,,,,,,
Salida a Campo AMIGA - 25-09-2023,"# ROSELLA (id=11) - lun 25/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Agustin Morales, Luciana Torres
### Reporta: Luciana Torres
### Hora: 10:30
### Comentarios generales: Clima: nublado.  Camioneta: Ok
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment Módulos
   - M101 - SN: M-134 / Ángulo (RA): 1°N
   - M102 - SN: M-136 / Ángulo (RA): 90°E
   - M103 - SN: M-137 / Ángulo (RA): 91°E
   - Comentarios: Salió todo perfecto, ningún inconveniente. 
",ROSELLA (id=11),Deployment Módulos,25/09/2023 14:39:44,"Gustavo Rios, Gabriel Morales, Agustin Morales, Luciana Torres",25/09/2023,Clima: nublado.  Camioneta: Ok,10:30:00,M-134,1°N,M-136,90°E,M-137,91°E,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Luciana Torres,,,"Salió todo perfecto, ningún inconveniente. ",,,,,,,
Salida a Campo AMIGA - 27-09-2023,"# ABELARDO (id=707) - mié 27/09/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Luciana Torres, Nicolas Sepúlveda
### Reporta: Luciana Torres
### Hora: 10:30
### Comentarios generales: Clima: Soleado.   Camioneta: Todo Ok. 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Ekit 103 viejo: SN 0170 --> Nuevo: SN0150
   - Descripción de la tarea: Bajamos térmica para poder chequear el  
M-103/SN0170 ya que tenía un 50% acoplado, y el 50% no. Mientras esperamos el Ok de Nicolás, nos trasladamos a otra posición. Luego, 12:40hs volvimos a realizar cambio de electrónica, ya que podría ser falla de la electrónica. 
Nueva electronica SN 0150.
13:25 Levantamos térmica. 
",ABELARDO (id=707),Mantenimiento general,27/09/2023 15:17:03,"Agustin Morales, Luciana Torres, Nicolas Sepúlveda",27/09/2023,Clima: Soleado.   Camioneta: Todo Ok. ,10:30:00,,,,,,,,,,,,,,,,,,,"Bajamos térmica para poder chequear el  
M-103/SN0170 ya que tenía un 50% acoplado, y el 50% no. Mientras esperamos el Ok de Nicolás, nos trasladamos a otra posición. Luego, 12:40hs volvimos a realizar cambio de electrónica, ya que podría ser falla de la electrónica. 
Nueva electronica SN 0150.
13:25 Levantamos térmica. ",,,,SN 0170,,SN0150,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,,,,,,
Salida a Campo AMIGA - 27-09-2023,"# VALENTIN C (id=1768) - mié 27/09/2023
## Salida a Campo - Team AMIGA
### Team: Agustin Morales, Luciana Torres, Nicolas Sepúlveda
### Reporta: Luciana Torres
### Hora: 11:10
### Comentarios generales: Clima: Soleado.        Camioneta: Ok 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment E-Kits
   - M101 - SN del ekit: SN181 
   - M101 instalado por: Luciana Torres
   - M102 - SN del ekit: SN0178
   - M102 instalado por: Agustin Morales
   - M103 - SN del ekit: SN168
   - M103 instalado por: Nicolas Sepúlveda
   - Comentarios: Todo perfecto. (Falta realizar superficie) 
",VALENTIN C (id=1768),Deployment E-Kits,27/09/2023 15:21:50,"Agustin Morales, Luciana Torres, Nicolas Sepúlveda",27/09/2023,Clima: Soleado.        Camioneta: Ok ,11:10:00,,,,,,,,,,,,,,SN181 ,SN0178,SN168,,,,,,,,,,,,,,,,No,,,,,Luciana Torres,Agustin Morales,Nicolas Sepúlveda,,Leve,Sin erosión,Fácil,Luciana Torres,,,,,Todo perfecto. (Falta realizar superficie) ,,,,,
Salida a Campo AMIGA - 28-09-2023,"# VOLDEMORT JR (id=50) - jue 28/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Agustin Morales, Maximiliano Maciel
### Reporta: Maximiliano Maciel
### Hora: 11:06
### Comentarios generales: Leves ráfagas de viento, pero se notó en el viaje una vibración en el volante de la camioneta, posiblemente hay que hacerle alineación y balanceo 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment Módulos
   - M101 - SN: M-131 / Ángulo (RA): 0° N
   - M102 - SN: M-133 / Ángulo (RA): 90° E
   - M103 - SN: M-132 / Ángulo (RA): 90° E
   - Comentarios: 
",VOLDEMORT JR (id=50),Deployment Módulos,28/09/2023 14:22:07,"Gustavo Rios, Gabriel Morales, Agustin Morales, Maximiliano Maciel",28/09/2023,"Leves ráfagas de viento, pero se notó en el viaje una vibración en el volante de la camioneta, posiblemente hay que hacerle alineación y balanceo ",11:06:00,M-131,0° N,M-133,90° E,M-132,90° E,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Maximiliano Maciel,,,,,,,,,,
Salida a Campo AMIGA - 29-09-2023,"# VANESA JR (id=27) - vie 29/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda
### Reporta: Gustavo Rios
### Hora: 12:15
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Se realizó marcado de pozos para siguiente Deployment de módulos. Empezó a llegar viento, en ese momento moderado.
",VANESA JR (id=27),Mantenimiento general,29/09/2023 14:53:56,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda",29/09/2023,,12:15:00,,,,,,,,,,,,,,,,,,,"Se realizó marcado de pozos para siguiente Deployment de módulos. Empezó a llegar viento, en ese momento moderado.",,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Gustavo Rios,,,,,,,,,,
Salida a Campo AMIGA - 29-09-2023,"# MUONES JR (id=54) - vie 29/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda
### Reporta: Gustavo Rios
### Hora: 12:50
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Se realizó marcado de pozos para siguiente Deployment de módulos. Empezó a llegar viento en ese momento.
",MUONES JR (id=54),Mantenimiento general,29/09/2023 14:55:29,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda",29/09/2023,,12:50:00,,,,,,,,,,,,,,,,,,,Se realizó marcado de pozos para siguiente Deployment de módulos. Empezó a llegar viento en ese momento.,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Gustavo Rios,,,,,,,,,,
Salida a Campo AMIGA - 29-09-2023,"# ALBERTO JR (id=28) - vie 29/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda
### Reporta: Gustavo Rios
### Hora: 13:15
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Mantenimiento general
   - Descripción de la tarea: Se realizó marcado de pozos para siguiente Deployment de módulos. Empezó a llegar viento, en ese momento moderado.
",ALBERTO JR (id=28),Mantenimiento general,29/09/2023 14:56:36,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda",29/09/2023,,13:15:00,,,,,,,,,,,,,,,,,,,"Se realizó marcado de pozos para siguiente Deployment de módulos. Empezó a llegar viento, en ese momento moderado.",,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Gustavo Rios,,,,,,,,,,
Salida a Campo AMIGA - 29-09-2023,"# VOLDEMORT JR (id=50) - vie 29/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda
### Reporta: Nicolas Sepúlveda
### Hora: 10:20
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment Cañerías
   - Comentarios: 
",VOLDEMORT JR (id=50),Deployment Cañerías,29/09/2023 15:01:57,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda",29/09/2023,,10:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Nicolas Sepúlveda,,,,,,,,,,
Salida a Campo AMIGA - 29-09-2023,"# GUILI JR (id=47) - vie 29/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda
### Reporta: Nicolas Sepúlveda
### Hora: 11:00
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment Cañerías
   - Comentarios: 
",GUILI JR (id=47),Deployment Cañerías,29/09/2023 15:02:39,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda",29/09/2023,,11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Nicolas Sepúlveda,,,,,,,,,,
Salida a Campo AMIGA - 29-09-2023,"# PIPI JR (id=99) - vie 29/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda
### Reporta: Nicolas Sepúlveda
### Hora: 11:20
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment Cañerías
   - Comentarios: 
",PIPI JR (id=99),Deployment Cañerías,29/09/2023 15:03:26,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda",29/09/2023,,11:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Nicolas Sepúlveda,,,,,,,,,,
Salida a Campo AMIGA - 29-09-2023,"# ROSELLA (id=11) - vie 29/09/2023
## Salida a Campo - Team AMIGA
### Team: Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda
### Reporta: Nicolas Sepúlveda
### Hora: 12:00
### Comentarios generales: 
### Se apagó UUB?: No 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Deployment Cañerías
   - Comentarios: 
",ROSELLA (id=11),Deployment Cañerías,29/09/2023 15:04:05,"Gustavo Rios, Gabriel Morales, Nicolas Sepúlveda",29/09/2023,,12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Leve,Sin erosión,Fácil,Nicolas Sepúlveda,,,,,,,,,,
Salida a Campo AMIGA - 03-10-2023,"# VALENTIN C (id=1768) - mar 03/10/2023
## Salida a Campo - Team AMIGA
### Team: Gabriel Morales, Luciana Torres, Maximiliano Maciel
### Reporta: Luciana Torres
### Hora: 09:30
### Comentarios generales: Camioneta: OK          Clima: Nublado 
### Se apagó UUB?: Si 
- Maleza: Leve
- Erosión: Sin erosión
- Acceso: Fácil
---------
## Tipo de salida: Cableado de Superficie
   - Cableado: T1, Serie, Power, Eth (x4)
   - Se colocó cable de tierra entre BBox de AMIGA y SD?: Si
   - Comentarios: Todo perfecto. Sin comentarios 
",VALENTIN C (id=1768),Cableado de Superficie,3/10/2023 15:02:20,"Gabriel Morales, Luciana Torres, Maximiliano Maciel",3/10/2023,Camioneta: OK          Clima: Nublado ,9:30:00,,,,,,,,,,,,,,,,,,"T1, Serie, Power, Eth (x4)",,,,,,,,,,,,,,Si,,,,,,,,,Leve,Sin erosión,Fácil,Luciana Torres,Si,,,,,Todo perfecto. Sin comentarios ,,,,
